sample,target_poly,target_coeff,s00,sij,y00,w00,z00,yij,wij,zij,ratio
4113,1,1,1,0,8,1,9,2,10,12,1.33333
4114,1,1,1,0,2,-1,1,-19,3,-16,-16
4115,1,1,1,0,19,-3,16,9,15,24,1.5
4116,1,1,1,0,-1,-2,-3,-13,-1,-14,4.66667
4117,1,1,1,0,-12,2,-10,-10,3,-7,0.7
4118,1,1,1,0,-7,-1,-8,-10,-1,-11,1.375
4119,1,1,1,0,-2,-2,-4,10,0,10,-2.5
4120,1,1,1,0,8,0,8,1,-3,-2,-0.25
4121,1,1,1,0,8,1,9,-22,-4,-26,-2.88889
4122,1,1,1,0,12,-2,10,-5,-2,-7,-0.7
4123,1,1,1,0,0,-1,-1,9,2,11,-11
4124,1,1,1,0,5,0,5,9,-3,6,1.2
4125,1,1,1,0,12,-3,9,-5,-8,-13,-1.44444
4126,1,1,1,0,2,-5,-3,-2,12,10,-3.33333
4127,1,1,1,0,9,5,14,34,-7,27,1.92857
4128,1,1,1,0,27,1,28,16,6,22,0.785714
4129,1,1,1,0,-13,-1,-14,-1,7,6,-0.428571
4130,1,1,1,0,-3,-3,-6,18,2,20,-3.33333
4131,1,1,1,0,-15,1,-14,6,7,13,-0.928571
4132,1,1,1,0,-7,1,-6,10,-5,5,-0.833333
4133,1,1,1,0,0,2,2,-15,1,-14,-7
4134,1,1,1,0,-11,0,-11,7,-9,-2,0.181818
4135,1,1,1,0,-14,-1,-15,1,7,8,-0.533333
4136,1,1,1,0,9,0,9,3,-6,-3,-0.333333
4137,1,1,1,0,-5,-3,-8,6,4,10,-1.25
4138,1,1,1,0,12,2,14,5,-3,2,0.142857
4139,1,1,1,0,-2,-1,-3,10,-2,8,-2.66667
4140,1,1,1,0,-6,-3,-9,14,1,15,-1.66667
4141,1,1,1,0,-9,3,-6,10,0,10,-1.66667
4142,1,1,1,0,-13,3,-10,26,-5,21,-2.1
4143,1,1,1,0,37,4,41,27,7,34,0.829268
4144,1,1,1,0,9,0,9,4,-1,3,0.333333
4145,1,1,1,0,-5,-2,-7,-9,13,4,-0.571429
4146,1,1,1,0,-10,2,-8,30,-4,26,-3.25
4147,1,1,1,0,15,-1,14,-5,2,-3,-0.214286
4148,1,1,1,0,-2,-2,-4,-3,5,2,-0.5
4149,1,1,1,0,-12,0,-12,-3,1,-2,0.166667
4150,1,1,1,0,-17,1,-16,9,16,25,-1.5625
4151,1,1,1,0,7,2,9,8,-10,-2,-0.222222
4152,1,1,1,0,-3,-1,-4,11,-4,7,-1.75
4153,1,1,1,0,22,0,22,-6,-1,-7,-0.318182
4154,1,1,1,0,28,-1,27,16,-9,7,0.259259
4155,1,1,1,0,9,2,11,-17,6,-11,-1
4156,1,1,1,0,5,-1,4,21,4,25,6.25
4157,1,1,1,0,-28,-1,-29,-14,5,-9,0.310345
4158,1,1,1,0,-6,3,-3,-18,7,-11,3.66667
4159,1,1,1,0,-13,0,-13,6,-8,-2,0.153846
4160,1,1,1,0,5,0,5,11,-2,9,1.8
4161,1,1,1,0,9,0,9,-9,9,0,0
4162,1,1,1,0,19,-1,18,-6,10,4,0.222222
4163,1,1,1,0,-8,3,-5,-16,0,-16,3.2
4164,1,1,1,0,-8,-1,-9,6,0,6,-0.666667
4165,1,1,1,0,-8,0,-8,23,-1,22,-2.75
4166,1,1,1,0,-11,-1,-12,10,-4,6,-0.5
4167,1,1,1,0,13,1,14,20,-1,19,1.35714
4168,1,1,1,0,17,2,19,16,-2,14,0.736842
4169,1,1,1,0,-20,3,-17,-3,-5,-8,0.470588
4170,1,1,1,0,2,2,4,4,6,10,2.5
4171,1,1,1,0,-4,1,-3,-15,5,-10,3.33333
4172,1,1,1,0,-12,1,-11,10,-5,5,-0.454545
4173,1,1,1,0,-3,-3,-6,5,-1,4,-0.666667
4174,1,1,1,0,-7,-6,-13,4,-8,-4,0.307692
4175,1,1,1,0,-20,-1,-21,-17,2,-15,0.714286
4176,1,1,1,0,-15,1,-14,1,5,6,-0.428571
4177,1,1,1,0,-9,-2,-11,34,2,36,-3.27273
4178,1,1,1,0,-10,2,-8,9,-10,-1,0.125
4179,1,1,1,0,-15,2,-13,-24,0,-24,1.84615
4180,1,1,1,0,27,0,27,-25,-8,-33,-1.22222
4181,1,1,1,0,10,1,11,-10,-5,-15,-1.36364
4182,1,1,1,0,-13,0,-13,2,6,8,-0.615385
4183,1,1,1,0,6,2,8,7,5,12,1.5
4184,1,1,1,0,2,-1,1,-6,10,4,4
4185,1,1,1,0,11,2,13,19,-2,17,1.30769
4186,1,1,1,0,14,4,18,-14,-5,-19,-1.05556
4187,1,1,1,0,13,1,14,9,-9,0,0
4188,1,1,1,0,17,1,18,-16,5,-11,-0.611111
4189,1,1,1,0,-11,1,-10,-6,2,-4,0.4
4190,1,1,1,0,19,-1,18,-2,-12,-14,-0.777778
4191,1,1,1,0,20,2,22,-3,-7,-10,-0.454545
4192,1,1,1,0,-26,-2,-28,-7,-9,-16,0.571429
4193,1,1,1,0,-2,3,1,28,-4,24,24
4194,1,1,1,0,-11,-1,-12,22,-2,20,-1.66667
4195,1,1,1,0,0,2,2,23,-6,17,8.5
4196,1,1,1,0,-7,2,-5,-6,-1,-7,1.4
4197,1,1,1,0,-12,4,-8,0,3,3,-0.375
4198,1,1,1,0,16,-3,13,-5,13,8,0.615385
4199,1,1,1,0,-8,0,-8,3,6,9,-1.125
4200,1,1,1,0,-15,1,-14,-39,-3,-42,3
4201,1,1,1,0,9,4,13,6,-1,5,0.384615
4202,1,1,1,0,-12,-2,-14,1,4,5,-0.357143
4203,1,1,1,0,3,-1,2,0,9,9,4.5
4204,1,1,1,0,21,1,22,-8,8,0,0
4205,1,1,1,0,-8,1,-7,-17,-6,-23,3.28571
4206,1,1,1,0,-3,-2,-5,22,3,25,-5
4207,1,1,1,0,3,-3,0,-4,8,4,0
4208,1,1,1,0,6,0,6,-25,12,-13,-2.16667
4209,1,1,1,0,3,-2,1,-6,-11,-17,-17
4210,1,1,1,0,-5,3,-2,-2,-6,-8,4
4211,1,1,1,0,20,2,22,-1,15,14,0.636364
4212,1,1,1,0,13,-1,12,11,2,13,1.08333
4213,1,1,1,0,24,-1,23,10,-4,6,0.26087
4214,1,1,1,0,9,1,10,-27,-5,-32,-3.2
4215,1,1,1,0,-18,2,-16,-9,-6,-15,0.9375
4216,1,1,1,0,-9,5,-4,-3,-2,-5,1.25
4217,1,1,1,0,22,2,24,2,19,21,0.875
4218,1,1,1,0,6,0,6,1,5,6,1
4219,1,1,1,0,7,-1,6,-27,2,-25,-4.16667
4220,1,1,1,0,6,-2,4,6,4,10,2.5
4221,1,1,1,0,-3,0,-3,0,8,8,-2.66667
4222,1,1,1,0,-15,-2,-17,-16,-3,-19,1.11765
4223,1,1,1,0,11,2,13,-28,6,-22,-1.69231
4224,1,1,1,0,-4,-1,-5,9,4,13,-2.6
4225,1,1,1,0,0,1,1,-5,4,-1,-1
4226,1,1,1,0,8,-3,5,15,1,16,3.2
4227,1,1,1,0,15,-3,12,-32,-22,-54,-4.5
4228,1,1,1,0,-10,2,-8,10,-2,8,-1
4229,1,1,1,0,-5,-1,-6,9,-2,7,-1.16667
4230,1,1,1,0,29,1,30,10,1,11,0.366667
4231,1,1,1,0,-21,3,-18,-3,-6,-9,0.5
4232,1,1,1,0,2,-2,0,-11,1,-10,0
4233,1,1,1,0,9,-1,8,-20,11,-9,-1.125
4234,1,1,1,0,-11,-1,-12,-13,0,-13,1.08333
4235,1,1,1,0,-15,0,-15,25,-8,17,-1.13333
4236,1,1,1,0,-14,0,-14,-2,3,1,-0.0714286
4237,1,1,1,0,-1,-1,-2,-21,-20,-41,20.5
4238,1,1,1,0,-5,-1,-6,-8,8,0,-0
4239,1,1,1,0,11,3,14,-34,4,-30,-2.14286
4240,1,1,1,0,-16,2,-14,16,-10,6,-0.428571
4241,1,1,1,0,-15,1,-14,4,1,5,-0.357143
4242,1,1,1,0,-1,3,2,38,-1,37,18.5
4243,1,1,1,0,-10,0,-10,-10,8,-2,0.2
4244,1,1,1,0,-10,0,-10,-2,4,2,-0.2
4245,1,1,1,0,-16,0,-16,-9,2,-7,0.4375
4246,1,1,1,0,13,-2,11,3,7,10,0.909091
4247,1,1,1,0,41,-1,40,-29,3,-26,-0.65
4248,1,1,1,0,-33,-1,-34,-13,11,-2,0.0588235
4249,1,1,1,0,9,-3,6,17,-4,13,2.16667
4250,1,1,1,0,11,-2,9,7,-13,-6,-0.666667
4251,1,1,1,0,32,-1,31,-10,6,-4,-0.129032
4252,1,1,1,0,-3,-1,-4,-24,-5,-29,7.25
4253,1,1,1,0,14,0,14,4,5,9,0.642857
4254,1,1,1,0,-12,2,-10,15,7,22,-2.2
4255,1,1,1,0,-2,0,-2,13,0,13,-6.5
4256,1,1,1,0,26,0,26,-34,0,-34,-1.30769
4257,1,1,1,0,-12,-3,-15,-6,1,-5,0.333333
4258,1,1,1,0,-25,-2,-27,7,-10,-3,0.111111
4259,1,1,1,0,2,1,3,2,1,3,1
4260,1,1,1,0,-2,-1,-3,-12,-4,-16,5.33333
4261,1,1,1,0,10,-1,9,-21,2,-19,-2.11111
4262,1,1,1,0,-12,-1,-13,5,11,16,-1.23077
4263,1,1,1,0,8,-4,4,-1,5,4,1
4264,1,1,1,0,10,-1,9,-16,8,-8,-0.888889
4265,1,1,1,0,1,1,2,4,5,9,4.5
4266,1,1,1,0,-13,3,-10,3,13,16,-1.6
4267,1,1,1,0,6,2,8,-5,13,8,1
4268,1,1,1,0,15,2,17,-4,-9,-13,-0.764706
4269,1,1,1,0,1,-1,0,19,-7,12,0
4270,1,1,1,0,-22,-3,-25,15,8,23,-0.92
4271,1,1,1,0,-14,0,-14,35,7,42,-3
4272,1,1,1,0,-6,0,-6,-16,-16,-32,5.33333
4273,1,1,1,0,7,-1,6,-26,1,-25,-4.16667
4274,1,1,1,0,11,2,13,7,0,7,0.538462
4275,1,1,1,0,-10,1,-9,-12,4,-8,0.888889
4276,1,1,1,0,0,3,3,16,-15,1,0.333333
4277,1,1,1,0,6,1,7,-3,-1,-4,-0.571429
4278,1,1,1,0,4,-4,0,2,-8,-6,0
4279,1,1,1,0,-6,-3,-9,14,3,17,-1.88889
4280,1,1,1,0,-3,3,0,12,4,16,0
4281,1,1,1,0,-4,1,-3,-26,7,-19,6.33333
4282,1,1,1,0,34,2,36,-7,-6,-13,-0.361111
4283,1,1,1,0,0,-1,-1,-21,0,-21,21
4284,1,1,1,0,33,-2,31,-8,0,-8,-0.258065
4285,1,1,1,0,-2,-1,-3,-3,19,16,-5.33333
4286,1,1,1,0,18,-2,16,-33,-4,-37,-2.3125
4287,1,1,1,0,45,0,45,1,6,7,0.155556
4288,1,1,1,0,2,2,4,-22,11,-11,-2.75
4289,1,1,1,0,-3,-1,-4,6,3,9,-2.25
4290,1,1,1,0,12,1,13,-8,-15,-23,-1.76923
4291,1,1,1,0,4,1,5,5,1,6,1.2
4292,1,1,1,0,9,3,12,0,-11,-11,-0.916667
4293,1,1,1,0,-36,-1,-37,0,14,14,-0.378378
4294,1,1,1,0,1,2,3,23,12,35,11.6667
4295,1,1,1,0,23,0,23,17,9,26,1.13043
4296,1,1,1,0,-5,-3,-8,-11,7,-4,0.5
4297,1,1,1,0,-8,-1,-9,2,-2,0,-0
4298,1,1,1,0,-6,0,-6,7,7,14,-2.33333
4299,1,1,1,0,-3,-3,-6,-19,6,-13,2.16667
4300,1,1,1,0,9,1,10,3,-4,-1,-0.1
4301,1,1,1,0,-28,-3,-31,-14,6,-8,0.258065
4302,1,1,1,0,18,-1,17,6,0,6,0.352941
4303,1,1,1,0,0,-3,-3,-9,6,-3,1
4304,1,1,1,0,3,-2,1,-8,-1,-9,-9
4305,1,1,1,0,-22,-2,-24,-10,6,-4,0.166667
4306,1,1,1,0,0,-1,-1,6,0,6,-6
4307,1,1,1,0,-32,1,-31,-24,-6,-30,0.967742
4308,1,1,1,0,-7,0,-7,-19,9,-10,1.42857
4309,1,1,1,0,-5,0,-5,8,4,12,-2.4
4310,1,1,1,0,-2,2,0,-5,-3,-8,0
4311,1,1,1,0,-2,-1,-3,0,-2,-2,0.666667
4312,1,1,1,0,-8,-2,-10,5,6,11,-1.1
4313,1,1,1,0,12,0,12,-12,10,-2,-0.166667
4314,1,1,1,0,13,1,14,29,-10,19,1.35714
4315,1,1,1,0,-7,-1,-8,-8,5,-3,0.375
4316,1,1,1,0,1,-1,0,8,2,10,0
4317,1,1,1,0,-8,2,-6,8,4,12,-2
4318,1,1,1,0,-3,0,-3,-48,3,-45,15
4319,1,1,1,0,5,1,6,-2,3,1,0.166667
4320,1,1,1,0,2,-1,1,11,-1,10,10
4321,1,1,1,0,-9,-3,-12,-17,1,-16,1.33333
4322,1,1,1,0,-5,1,-4,0,3,3,-0.75
4323,1,1,1,0,3,1,4,-3,17,14,3.5
4324,1,1,1,0,-8,1,-7,41,3,44,-6.28571
4325,1,1,1,0,-22,0,-22,-10,8,-2,0.0909091
4326,1,1,1,0,-21,-2,-23,0,1,1,-0.0434783
4327,1,1,1,0,-2,1,-1,-9,-2,-11,11
4328,1,1,1,0,5,-1,4,-6,-3,-9,-2.25
4329,1,1,1,0,-2,-1,-3,-9,4,-5,1.66667
4330,1,1,1,0,13,-3,10,-6,7,1,0.1
4331,1,1,1,0,4,-1,3,2,7,9,3
4332,1,1,1,0,-13,0,-13,-3,-6,-9,0.692308
4333,1,1,1,0,10,-2,8,10,-5,5,0.625
4334,1,1,1,0,5,0,5,-6,10,4,0.8
4335,1,1,1,0,-5,2,-3,19,9,28,-9.33333
4336,1,1,1,0,-13,0,-13,-10,3,-7,0.538462
4337,1,1,1,0,0,0,0,-6,-8,-14,0
4338,1,1,1,0,-15,0,-15,-6,7,1,-0.0666667
4339,1,1,1,0,-14,0,-14,-2,2,0,-0
4340,1,1,1,0,6,0,6,30,2,32,5.33333
4341,1,1,1,0,-9,1,-8,-39,-7,-46,5.75
4342,1,1,1,0,-6,-2,-8,-10,-1,-11,1.375
4343,1,1,1,0,26,2,28,-23,-10,-33,-1.17857
4344,1,1,1,0,-15,-1,-16,-13,5,-8,0.5
4345,1,1,1,0,-5,0,-5,-32,-1,-33,6.6
4346,1,1,1,0,-10,-3,-13,-19,1,-18,1.38462
4347,1,1,1,0,-10,-3,-13,-23,5,-18,1.38462
4348,1,1,1,0,-4,-1,-5,-24,-4,-28,5.6
4349,1,1,1,0,-17,-1,-18,16,-6,10,-0.555556
4350,1,1,1,0,10,1,11,10,1,11,1
4351,1,1,1,0,-8,2,-6,-4,8,4,-0.666667
4352,1,1,1,0,0,-6,-6,6,-1,5,-0.833333
4353,1,1,1,0,-8,-1,-9,1,6,7,-0.777778
4354,1,1,1,0,19,1,20,7,-5,2,0.1
4355,1,1,1,0,9,1,10,-8,3,-5,-0.5
4356,1,1,1,0,-17,-3,-20,-17,-2,-19,0.95
4357,1,1,1,0,6,2,8,-21,-3,-24,-3
4358,1,1,1,0,36,2,38,1,-1,0,0
4359,1,1,1,0,-5,-1,-6,-6,-5,-11,1.83333
4360,1,1,1,0,-14,2,-12,3,5,8,-0.666667
4361,1,1,1,0,-6,0,-6,-8,-10,-18,3
4362,1,1,1,0,0,0,0,-5,7,2,0
4363,1,1,1,0,3,1,4,-26,-11,-37,-9.25
4364,1,1,1,0,5,-3,2,1,3,4,2
4365,1,1,1,0,-16,-2,-18,-22,5,-17,0.944444
4366,1,1,1,0,-7,1,-6,17,-5,12,-2
4367,1,1,1,0,16,0,16,-3,-7,-10,-0.625
4368,1,1,1,0,12,5,17,-15,4,-11,-0.647059
4369,1,1,1,0,13,-1,12,-31,6,-25,-2.08333
4370,1,1,1,0,-30,4,-26,-6,8,2,-0.0769231
4371,1,1,1,0,9,1,10,18,8,26,2.6
4372,1,1,1,0,20,-1,19,11,1,12,0.631579
4373,1,1,1,0,32,5,37,-41,-7,-48,-1.2973
4374,1,1,1,0,-2,-2,-4,0,12,12,-3
4375,1,1,1,0,17,1,18,2,12,14,0.777778
4376,1,1,1,0,13,0,13,10,14,24,1.84615
4377,1,1,1,0,-2,1,-1,-12,2,-10,10
4378,1,1,1,0,-2,-1,-3,13,0,13,-4.33333
4379,1,1,1,0,16,0,16,4,-2,2,0.125
4380,1,1,1,0,13,2,15,24,-10,14,0.933333
4381,1,1,1,0,7,1,8,-6,-8,-14,-1.75
4382,1,1,1,0,-2,-1,-3,2,-8,-6,2
4383,1,1,1,0,-16,0,-16,16,-8,8,-0.5
4384,1,1,1,0,-9,0,-9,-10,-6,-16,1.77778
4385,1,1,1,0,-8,-2,-10,9,10,19,-1.9
4386,1,1,1,0,1,0,1,13,7,20,20
4387,1,1,1,0,-19,3,-16,-17,-5,-22,1.375
4388,1,1,1,0,7,-1,6,-17,2,-15,-2.5
4389,1,1,1,0,-24,1,-23,-22,3,-19,0.826087
4390,1,1,1,0,17,0,17,-20,6,-14,-0.823529
4391,1,1,1,0,5,-3,2,11,-3,8,4
4392,1,1,1,0,0,-3,-3,2,4,6,-2
4393,1,1,1,0,-28,-1,-29,-28,3,-25,0.862069
4394,1,1,1,0,-14,0,-14,-32,-2,-34,2.42857
4395,1,1,1,0,-1,-2,-3,-3,6,3,-1
4396,1,1,1,0,-17,1,-16,0,-1,-1,0.0625
4397,1,1,1,0,5,0,5,19,0,19,3.8
4398,1,1,1,0,-13,-1,-14,6,1,7,-0.5
4399,1,1,1,0,-2,-1,-3,-6,11,5,-1.66667
4400,1,1,1,0,-28,1,-27,-23,4,-19,0.703704
4401,1,1,1,0,-16,3,-13,19,3,22,-1.69231
4402,1,1,1,0,-7,1,-6,-11,6,-5,0.833333
4403,1,1,1,0,-4,-1,-5,-14,-14,-28,5.6
4404,1,1,1,0,-3,2,-1,10,-7,3,-3
4405,1,1,1,0,14,-2,12,-7,1,-6,-0.5
4406,1,1,1,0,-7,-1,-8,-14,4,-10,1.25
4407,1,1,1,0,-6,-2,-8,35,-1,34,-4.25
4408,1,1,1,0,-12,2,-10,-9,6,-3,0.3
4409,1,1,1,0,-5,0,-5,-37,-4,-41,8.2
4410,1,1,1,0,35,0,35,8,-2,6,0.171429
4411,1,1,1,0,-5,-2,-7,42,-16,26,-3.71429
4412,1,1,1,0,-14,1,-13,11,-6,5,-0.384615
4413,1,1,1,0,-4,2,-2,-9,-15,-24,12
4414,1,1,1,0,12,-1,11,0,2,2,0.181818
4415,1,1,1,0,0,0,0,4,-3,1,0
4416,1,1,1,0,-4,-1,-5,-2,-6,-8,1.6
4417,1,1,1,0,-9,-1,-10,-1,-2,-3,0.3
4418,1,1,1,0,-23,1,-22,-25,2,-23,1.04545
4419,1,1,1,0,23,2,25,-17,8,-9,-0.36
4420,1,1,1,0,21,-2,19,-21,-8,-29,-1.52632
4421,1,1,1,0,-7,0,-7,-9,2,-7,1
4422,1,1,1,0,1,1,2,18,3,21,10.5
4423,1,1,1,0,12,0,12,13,11,24,2
4424,1,1,1,0,8,-2,6,-6,1,-5,-0.833333
4425,1,1,1,0,9,0,9,10,2,12,1.33333
4426,1,1,1,0,-9,-1,-10,-1,12,11,-1.1
4427,1,1,1,0,31,-1,30,-26,12,-14,-0.466667
4428,1,1,1,0,-23,3,-20,-11,-9,-20,1
4429,1,1,1,0,2,-3,-1,30,4,34,-34
4430,1,1,1,0,-16,3,-13,-2,9,7,-0.538462
4431,1,1,1,0,-16,4,-12,-4,4,0,-0
4432,1,1,1,0,5,-1,4,2,6,8,2
4433,1,1,1,0,-1,0,-1,-41,0,-41,41
4434,1,1,1,0,15,0,15,9,-1,8,0.533333
4435,1,1,1,0,14,1,15,-4,-7,-11,-0.733333
4436,1,1,1,0,-18,0,-18,3,-14,-11,0.611111
4437,1,1,1,0,12,-3,9,5,8,13,1.44444
4438,1,1,1,0,-10,-3,-13,-6,-9,-15,1.15385
4439,1,1,1,0,6,2,8,-18,-3,-21,-2.625
4440,1,1,1,0,7,6,13,1,1,2,0.153846
4441,1,1,1,0,8,0,8,10,-4,6,0.75
4442,1,1,1,0,6,0,6,-15,4,-11,-1.83333
4443,1,1,1,0,-32,-1,-33,17,-8,9,-0.272727
4444,1,1,1,0,-18,-2,-20,6,3,9,-0.45
4445,1,1,1,0,4,-1,3,-8,9,1,0.333333
4446,1,1,1,0,0,-1,-1,-13,10,-3,3
4447,1,1,1,0,-8,2,-6,-38,-1,-39,6.5
4448,1,1,1,0,-1,0,-1,-23,7,-16,16
4449,1,1,1,0,7,-3,4,21,-1,20,5
4450,1,1,1,0,-14,-2,-16,-7,-14,-21,1.3125
4451,1,1,1,0,-17,1,-16,-22,-5,-27,1.6875
4452,1,1,1,0,6,-4,2,-16,-2,-18,-9
4453,1,1,1,0,10,1,11,15,2,17,1.54545
4454,1,1,1,0,-21,4,-17,11,-9,2,-0.117647
4455,1,1,1,0,6,-2,4,-15,4,-11,-2.75
4456,1,1,1,0,3,0,3,-26,-3,-29,-9.66667
4457,1,1,1,0,-13,1,-12,-21,0,-21,1.75
4458,1,1,1,0,-8,0,-8,-19,14,-5,0.625
4459,1,1,1,0,8,0,8,4,2,6,0.75
4460,1,1,1,0,-3,1,-2,22,1,23,-11.5
4461,1,1,1,0,-9,-3,-12,-13,6,-7,0.583333
4462,1,1,1,0,-23,2,-21,16,-3,13,-0.619048
4463,1,1,1,0,0,-1,-1,-7,1,-6,6
4464,1,1,1,0,-13,2,-11,-11,4,-7,0.636364
4465,1,1,1,0,10,0,10,-6,-11,-17,-1.7
4466,1,1,1,0,12,-1,11,-11,-1,-12,-1.09091
4467,1,1,1,0,26,-3,23,2,-3,-1,-0.0434783
4468,1,1,1,0,-7,-4,-11,-17,-1,-18,1.63636
4469,1,1,1,0,-20,-1,-21,12,7,19,-0.904762
4470,1,1,1,0,-4,0,-4,4,3,7,-1.75
4471,1,1,1,0,6,0,6,-1,-1,-2,-0.333333
4472,1,1,1,0,-14,-2,-16,-10,-11,-21,1.3125
4473,1,1,1,0,-30,1,-29,0,6,6,-0.206897
4474,1,1,1,0,2,-1,1,-22,3,-19,-19
4475,1,1,1,0,28,2,30,-13,2,-11,-0.366667
4476,1,1,1,0,8,-1,7,2,1,3,0.428571
4477,1,1,1,0,-13,5,-8,8,6,14,-1.75
4478,1,1,1,0,-2,0,-2,13,-1,12,-6
4479,1,1,1,0,23,2,25,9,2,11,0.44
4480,1,1,1,0,3,2,5,-1,8,7,1.4
4481,1,1,1,0,40,-2,38,-10,12,2,0.0526316
4482,1,1,1,0,28,0,28,29,-4,25,0.892857
4483,1,1,1,0,-7,-1,-8,17,1,18,-2.25
4484,1,1,1,0,-4,-1,-5,11,5,16,-3.2
4485,1,1,1,0,-1,2,1,11,2,13,13
4486,1,1,1,0,7,0,7,6,-4,2,0.285714
4487,1,1,1,0,1,1,2,-6,-11,-17,-8.5
4488,1,1,1,0,12,0,12,-6,-1,-7,-0.583333
4489,1,1,1,0,3,-1,2,12,-2,10,5
4490,1,1,1,0,38,0,38,12,7,19,0.5
4491,1,1,1,0,-8,-1,-9,14,-13,1,-0.111111
4492,1,1,1,0,-14,1,-13,-5,-10,-15,1.15385
4493,1,1,1,0,21,0,21,-2,5,3,0.142857
4494,1,1,1,0,13,-1,12,-9,-14,-23,-1.91667
4495,1,1,1,0,13,0,13,0,12,12,0.923077
4496,1,1,1,0,6,1,7,-9,-8,-17,-2.42857
4497,1,1,1,0,-13,-4,-17,8,-5,3,-0.176471
4498,1,1,1,0,-8,-1,-9,2,2,4,-0.444444
4499,1,1,1,0,4,-1,3,15,2,17,5.66667
4500,1,1,1,0,19,-4,15,2,-1,1,0.0666667
4501,1,1,1,0,12,-5,7,-9,-10,-19,-2.71429
4502,1,1,1,0,3,0,3,-24,1,-23,-7.66667
4503,1,1,1,0,-14,-1,-15,-24,5,-19,1.26667
4504,1,1,1,0,-21,0,-21,-23,4,-19,0.904762
4505,1,1,1,0,8,-1,7,-4,1,-3,-0.428571
4506,1,1,1,0,-13,2,-11,-11,-9,-20,1.81818
4507,1,1,1,0,-13,1,-12,3,-6,-3,0.25
4508,1,1,1,0,-14,4,-10,-13,-10,-23,2.3
4509,1,1,1,0,13,-2,11,15,-14,1,0.0909091
4510,1,1,1,0,10,0,10,-22,-6,-28,-2.8
4511,1,1,1,0,-7,2,-5,18,-7,11,-2.2
4512,1,1,1,0,7,-2,5,-6,1,-5,-1
4513,1,1,1,0,-1,-1,-2,7,-3,4,-2
4514,1,1,1,0,11,-1,10,1,-2,-1,-0.1
4515,1,1,1,0,-9,0,-9,28,-6,22,-2.44444
4516,1,1,1,0,16,-1,15,-17,11,-6,-0.4
4517,1,1,1,0,14,-1,13,5,-2,3,0.230769
4518,1,1,1,0,15,2,17,-16,-2,-18,-1.05882
4519,1,1,1,0,13,2,15,15,-5,10,0.666667
4520,1,1,1,0,11,-3,8,3,-2,1,0.125
4521,1,1,1,0,-5,-1,-6,5,0,5,-0.833333
4522,1,1,1,0,2,2,4,0,-7,-7,-1.75
4523,1,1,1,0,-4,4,0,-12,-9,-21,0
4524,1,1,1,0,-7,1,-6,-17,-10,-27,4.5
4525,1,1,1,0,7,-1,6,3,2,5,0.833333
4526,1,1,1,0,0,3,3,-14,10,-4,-1.33333
4527,1,1,1,0,15,1,16,-7,11,4,0.25
4528,1,1,1,0,19,0,19,7,13,20,1.05263
4529,1,1,1,0,-7,-4,-11,0,-13,-13,1.18182
4530,1,1,1,0,-24,-1,-25,-7,-9,-16,0.64
4531,1,1,1,0,-6,0,-6,-2,-6,-8,1.33333
4532,1,1,1,0,7,0,7,-7,1,-6,-0.857143
4533,1,1,1,0,-7,3,-4,4,1,5,-1.25
4534,1,1,1,0,12,-3,9,2,-4,-2,-0.222222
4535,1,1,1,0,1,-1,0,-3,-1,-4,0
4536,1,1,1,0,-39,0,-39,-28,-11,-39,1
4537,1,1,1,0,-7,2,-5,18,-5,13,-2.6
4538,1,1,1,0,-9,-2,-11,-16,-2,-18,1.63636
4539,1,1,1,0,-3,-3,-6,-12,-3,-15,2.5
4540,1,1,1,0,-32,1,-31,13,-5,8,-0.258065
4541,1,1,1,0,-13,-1,-14,-18,7,-11,0.785714
4542,1,1,1,0,4,-4,0,-24,-7,-31,0
4543,1,1,1,0,28,-2,26,19,-4,15,0.576923
4544,1,1,1,0,3,1,4,17,3,20,5
4545,1,1,1,0,10,0,10,-10,14,4,0.4
4546,1,1,1,0,-10,-2,-12,8,-9,-1,0.0833333
4547,1,1,1,0,12,3,15,8,0,8,0.533333
4548,1,1,1,0,4,-2,2,-2,11,9,4.5
4549,1,1,1,0,-10,0,-10,-14,-6,-20,2
4550,1,1,1,0,23,-1,22,-4,8,4,0.181818
4551,1,1,1,0,9,2,11,-5,1,-4,-0.363636
4552,1,1,1,0,8,-2,6,14,-12,2,0.333333
4553,1,1,1,0,15,3,18,-4,-10,-14,-0.777778
4554,1,1,1,0,-20,-1,-21,-18,2,-16,0.761905
4555,1,1,1,0,2,-2,0,-8,1,-7,0
4556,1,1,1,0,-7,-2,-9,13,3,16,-1.77778
4557,1,1,1,0,14,2,16,-35,1,-34,-2.125
4558,1,1,1,0,-6,1,-5,2,-7,-5,1
4559,1,1,1,0,-4,0,-4,20,13,33,-8.25
4560,1,1,1,0,0,-2,-2,-13,12,-1,0.5
4561,1,1,1,0,-16,-3,-19,9,-9,0,-0
4562,1,1,1,0,-12,0,-12,0,-12,-12,1
4563,1,1,1,0,-16,-3,-19,6,0,6,-0.315789
4564,1,1,1,0,-16,4,-12,-6,1,-5,0.416667
4565,1,1,1,0,-9,-1,-10,14,5,19,-1.9
4566,1,1,1,0,-15,1,-14,-19,1,-18,1.28571
4567,1,1,1,0,-7,-2,-9,-14,-14,-28,3.11111
4568,1,1,1,0,9,3,12,-11,-1,-12,-1
